University_link,University_Name,Location,T.H.E.R (2018),Top.U.R(2018),U.S. News & World Report.R(2018)
https://www.bachelorsportal.com/universities/12101/oregon-state-university.html,Oregon State University,"Corvallis, United States",301,-,393
https://www.bachelorsportal.com/universities/325/polytechnic-university-of-valencia.html,Polytechnic University of Valencia,"Valencia, Spain",301,150,158
https://www.bachelorsportal.com/universities/13107/pusan-national-university.html,Pusan National University,"Yangsan, South Korea",301,249,285
https://www.bachelorsportal.com/universities/1000/sabanci-university.html,Sabanci University,"Tuzla, Turkey",301,-,-
https://www.bachelorsportal.com/universities/14513/sejong-university.html,Sejong University,"Kuri, South Korea",301,325,505
https://www.bachelorsportal.com/universities/13111/shandong-university.html,Shandong University,"Jinan, China",301,335,129
https://www.bachelorsportal.com/universities/13112/sharif-university-of-technology.html,Sharif University of Technology,"Tehran, Iran",301,451,95
https://www.bachelorsportal.com/universities/13116/south-china-university-of-technology.html,South China University of Technology,"Guangzhou, China",301,325,46
https://www.bachelorsportal.com/universities/12214/unicamp-university-of-campinas.html,UNICAMP - University of Campinas,"Campinas, Brazil",301,209,299
https://www.bachelorsportal.com/universities/12110/stevens-institute-of-technology.html,Stevens Institute of Technology,"Hoboken, United States",301,-,-
,Tampere University of Technology,"Tampere, Finland",301,287,283
https://www.bachelorsportal.com/universities/1471/universidad-politcnica-de-madrid.html,Universidad Politécnica de Madrid,"Madrid, Spain",301,81,175
https://www.bachelorsportal.com/universities/12266/texas-tech-university.html,Texas Tech University,"Lubbock, United States",301,-,464
https://www.bachelorsportal.com/universities/1865/the-open-university-uk.html,The Open University UK,"Milton Keynes, United Kingdom",301,-,-
https://www.bachelorsportal.com/universities/1409/ulster-university.html,Ulster University,"Coleraine, United Kingdom",301,451,-
https://www.bachelorsportal.com/universities/13386/university-of-sherbrooke.html,University of Sherbrooke,"Sherbrooke, Canada",301,-,578
https://www.bachelorsportal.com/universities/16362/institute-for-european-studies-universite-libre-de-bruxelles.html,Institute for European Studies - Universite Libre de Bruxelles,"Brussels, Belgium",301,249,486
https://www.bachelorsportal.com/universities/738/university-of-aberdeen.html,University of Aberdeen,"Aberdeen, United Kingdom",301,275,345
https://www.bachelorsportal.com/universities/11868/university-of-arkansas.html,University of Arkansas,"Fayetteville, United States",301,-,-
https://www.bachelorsportal.com/universities/772/universidade-de-aveiro.html,Universidade de Aveiro,"Aveiro, Portugal",301,361,239
https://www.bachelorsportal.com/universities/14075/university-of-brescia.html,University of Brescia,"Brescia, Italy",301,-,543
https://www.bachelorsportal.com/universities/712/the-university-of-cagliari.html,The University of Cagliari,"Cagliari, Italy",301,-,443
https://www.bachelorsportal.com/universities/14071/university-of-calabria.html,University of Calabria,"Rende, Italy",301,-,435
https://www.bachelorsportal.com/universities/1048/university-of-catania.html,University of Catania,"Catania, Italy",301,-,441
https://www.bachelorsportal.com/universities/11497/university-of-cincinnati.html,University of Cincinnati,"Cincinnati, United States",301,-,301
https://www.bachelorsportal.com/universities/599/university-of-coimbra.html,University of Coimbra,"Coimbra, Portugal",301,335,233
https://www.bachelorsportal.com/universities/16220/university-of-cte-dazur.html,University of Côte d'Azur,"Nice, France",301,-,-
https://www.bachelorsportal.com/universities/13135/university-of-crete.html,University of Crete,"Gazi, Greece",301,-,-
https://www.bachelorsportal.com/universities/323/university-of-ferrara.html,University of Ferrara,"Ferrara, Italy",301,-,-
https://www.bachelorsportal.com/universities/939/university-of-florence.html,University of Florence,"Florence, Italy",301,377,317
https://www.bachelorsportal.com/universities/326/university-of-granada.html,University of Granada,"Granada, Spain",301,401,293
https://www.bachelorsportal.com/universities/389/university-of-hull.html,University of Hull,"Hull, United Kingdom",301,-,-
https://www.bachelorsportal.com/universities/1388/university-of-jan.html,University of Jaén,"Jaén, Spain",301,-,486
https://www.bachelorsportal.com/universities/10032/technical-university-of-kaiserslautern.html,Technical University of Kaiserslautern,"Kaiserslautern, Germany",301,-,590
https://www.bachelorsportal.com/universities/122/university-of-leicester.html,University of Leicester,"Leicester, United Kingdom",301,-,-
https://www.bachelorsportal.com/universities/212/university-of-limerick.html,University of Limerick,"Limerick, Ireland",301,360,-
https://www.bachelorsportal.com/universities/649/university-of-lisbon.html,University of Lisbon,"Lisbon, Portugal",301,172,48
https://www.bachelorsportal.com/universities/12328/university-of-manitoba.html,University of Manitoba,"Winnipeg, Canada",301,-,464
https://www.bachelorsportal.com/universities/12317/university-of-maryland-baltimore-county.html,University of Maryland Baltimore County (UMBC),"Catonsville, United States",301,-,-
https://www.bachelorsportal.com/universities/330/university-of-minho.html,University of Minho,"Braga, Portugal",301,451,281
https://www.bachelorsportal.com/universities/1496/university-of-modena-and-reggio-emilia-unimore.html,University of Modena and Reggio Emilia - UNIMORE,"Modena, Italy",301,-,513
https://www.bachelorsportal.com/universities/12292/university-of-oklahoma.html,University of Oklahoma,"Norman, United States",301,451,477
https://www.bachelorsportal.com/universities/13150/university-of-palermo.html,University of Palermo,"Palermo, Italy",301,-,394
https://www.bachelorsportal.com/universities/697/university-of-parma.html,University of Parma,"Parma, Italy",301,-,581
https://www.bachelorsportal.com/universities/486/university-of-porto.html,University of Porto,"Porto, Portugal",301,184,97
https://www.bachelorsportal.com/universities/231/university-of-portsmouth.html,University of Portsmouth,"Portsmouth, United Kingdom",301,-,-
https://www.bachelorsportal.com/universities/902/tor-vergata-university-of-rome.html,Tor Vergata University of Rome,"Roma, Italy",301,311,334
https://www.bachelorsportal.com/universities/1108/rovira-i-virgili-university.html,Rovira i Virgili University,"Tarragona, Spain",301,-,429
https://www.bachelorsportal.com/universities/13155/university-of-salento.html,University of Salento,"Lecce, Italy",301,-,564
https://www.bachelorsportal.com/universities/615/university-of-siegen.html,University of Siegen,"Siegen, Germany",301,-,-
https://www.bachelorsportal.com/universities/10786/university-of-southern-queensland.html,University of Southern Queensland,"Toowoomba, Australia",301,-,-
https://www.bachelorsportal.com/universities/12168/the-university-of-texas-at-arlington.html,The University of Texas at Arlington,"Arlington, United States",301,-,263
https://www.bachelorsportal.com/universities/13122/the-university-of-texas-at-san-antonio.html,The University of Texas at San Antonio,"Helotes, United States",301,-,367
https://www.bachelorsportal.com/universities/11427/the-university-of-toledo.html,The University of Toledo,"Toledo, United States",301,-,-
https://www.bachelorsportal.com/universities/13163/university-of-tsukuba.html,University of Tsukuba,"Naka, Japan",301,255,493
https://www.bachelorsportal.com/universities/627/university-of-zaragoza.html,University of Zaragoza,"Delicias, Spain",301,349,214
https://www.bachelorsportal.com/universities/1227/aston-university.html,Aston University,"Birmingham, United Kingdom",251,-,-
https://www.bachelorsportal.com/universities/9334/bar-ilan-university.html,Bar Ilan University,"Ramat Gan, Israel",251,-,-
https://www.bachelorsportal.com/universities/11922/carleton-university.html,Carleton University,"Ottawa, Canada",251,451,377
https://www.bachelorsportal.com/universities/11909/cquniversity-australia.html,CQUniversity Australia,"Rockhampton, Australia",251,-,-
https://www.bachelorsportal.com/universities/11927/concordia-university-montral.html,Concordia University Montréal,"Montreal West, Canada",251,344,224
https://www.bachelorsportal.com/universities/11901/dalhousie-university.html,Dalhousie University,"Halifax, Canada",251,-,479
https://www.bachelorsportal.com/universities/780/dublin-city-university.html,Dublin City University,"Dublin, Ireland",251,262,-
https://www.bachelorsportal.com/universities/12054/east-china-normal-university.html,East China Normal University,"Shanghai, China",251,-,600
https://www.bachelorsportal.com/universities/13055/ewha-womans-university.html,Ewha Womans University,"Seoul, South Korea",251,401,-
https://www.bachelorsportal.com/universities/13059/federico-santa-mara-technical-university.html,Federico Santa María Technical University,"Valparaíso, Chile",251,401,181
https://www.bachelorsportal.com/universities/578/universit-grenoble-alpes.html,Université Grenoble Alpes,"Grenoble, France",251,236,127
https://www.bachelorsportal.com/universities/272/heriot-watt-university.html,Heriot-Watt University,"Edinburgh, United Kingdom",251,251,245
https://www.bachelorsportal.com/universities/13905/indian-institute-of-technology-madras.html,Indian Institute of Technology Madras,"Perungudi, India",251,110,191
https://www.bachelorsportal.com/universities/13075/indian-institute-of-technology-roorkee.html,"Indian Institute of Technology, Roorkee","Roorkee, India",251,231,204
https://www.bachelorsportal.com/universities/11993/iowa-state-university.html,Iowa State University,"Ames, United States",251,303,224
https://www.bachelorsportal.com/universities/11976/james-cook-university.html,James Cook University,"Townsville, Australia",251,-,-
https://www.bachelorsportal.com/universities/13951/moscow-institute-of-physics-and-technology.html,Moscow Institute of Physics and Technology (MIPT),"Dolgoprudnyy, Russia",251,322,-
https://www.bachelorsportal.com/universities/12388/national-cheng-kung-university.html,National Cheng Kung University,"Tainan, Taiwan",251,71,75
https://www.bachelorsportal.com/universities/14011/national-taiwan-university-of-science-and-technology.html,National Taiwan University of Science and Technology (Taiwan Tech),"Taipei, Taiwan",251,98,178
https://www.bachelorsportal.com/universities/1241/northumbria-university.html,Northumbria University,"Newcastle upon Tyne, United Kingdom",251,-,-
,Paris Diderot University,"Paris, France",251,451,-
https://www.bachelorsportal.com/universities/1773/university-of-plymouth.html,University of Plymouth,"Plymouth, United Kingdom",251,-,383
https://www.bachelorsportal.com/universities/12201/syracuse-university.html,Syracuse University,"Syracuse, United States",251,-,454
https://www.bachelorsportal.com/universities/1069/tel-aviv-university.html,Tel Aviv University,"Tel Aviv Yaffo, Israel",251,332,248
https://www.bachelorsportal.com/universities/14522/tomsk-state-university.html,Tomsk State University,"Tomsk, Russia",251,-,-
https://www.bachelorsportal.com/universities/11805/tufts-university.html,Tufts University,"Medford, United States",251,-,-
https://www.bachelorsportal.com/universities/13151/university-of-quebec.html,University of Quebec,"Québec, Canada",251,317,-
https://www.bachelorsportal.com/universities/113/university-of-antwerp.html,University of Antwerp,"Antwerpen, Belgium",251,262,482
https://www.bachelorsportal.com/universities/1191/university-of-beira-interior.html,University of Beira Interior,"Covilha, Portugal",251,-,497
https://www.bachelorsportal.com/universities/758/university-of-bergamo.html,University of Bergamo,"Bergamo, Italy",251,-,-
https://www.bachelorsportal.com/universities/12330/the-university-of-iowa.html,The University of Iowa,"Iowa City, United States",251,451,374
https://www.bachelorsportal.com/universities/118/university-of-kent.html,University of Kent,"Canterbury, United Kingdom",251,-,-
https://www.bachelorsportal.com/universities/59/university-of-kiel.html,University of Kiel,"Kiel, Germany",251,-,-
https://www.bachelorsportal.com/universities/622/university-of-milano-bicocca.html,University of Milano - Bicocca,"Sesto San Giovanni, Italy",251,-,-
https://www.bachelorsportal.com/universities/12378/university-of-ottawa.html,University of Ottawa,"Ottawa, Canada",251,275,227
https://www.bachelorsportal.com/universities/501/university-of-pisa.html,University of Pisa,"Pisa, Italy",251,196,272
https://www.bachelorsportal.com/universities/13154/roma-tre-university.html,Roma Tre University,"Roma, Italy",251,-,547
https://www.bachelorsportal.com/universities/876/university-of-salerno.html,University of Salerno,"Fisciano, Italy",251,-,281
https://www.bachelorsportal.com/universities/12072/university-of-sao-paulo.html,University of Sao Paulo,"São Paulo, Brazil",251,177,201
https://www.bachelorsportal.com/universities/12032/university-of-saskatchewan.html,University of Saskatchewan,"Saskatoon, Canada",251,451,357
https://www.bachelorsportal.com/universities/786/university-of-strasbourg.html,University of Strasbourg,"Strasbourg, France",251,388,-
https://www.bachelorsportal.com/universities/249/university-of-strathclyde.html,University of Strathclyde,"Glasgow, United Kingdom",251,210,187
https://www.bachelorsportal.com/universities/14519/university-of-tehran-kish-international-campus.html,"University of Tehran, Kish International Campus","Kish, Iran",251,401,42
https://www.bachelorsportal.com/universities/908/university-of-trieste.html,University of Trieste,"Trieste, Italy",251,-,-
https://www.bachelorsportal.com/universities/12782/university-of-waikato.html,University of Waikato,"Hamilton, New Zealand",251,451,-
https://www.bachelorsportal.com/universities/11949/university-of-wisconsin-milwaukee.html,University of Wisconsin Milwaukee,"Milwaukee, United States",251,-,446
https://www.bachelorsportal.com/universities/75/vrije-universiteit-brussel.html,Vrije Universiteit Brussel (VUB),"Brussels, Belgium",251,272,397
https://www.bachelorsportal.com/universities/11543/wake-forest-university.html,Wake Forest University,"Winston-Salem, United States",251,-,-
https://www.bachelorsportal.com/universities/13164/waseda-university.html,Waseda University,"Nerima, Japan",251,105,285
https://www.bachelorsportal.com/universities/11096/washington-state-university.html,Washington State University,"Pullman, United States",251,330,263
,University of Western Ontario,"London, Canada",251,227,-
https://www.bachelorsportal.com/universities/55/bilkent-university.html,Bilkent University,"Ankara, Turkey",201,381,445
https://www.bachelorsportal.com/universities/11911/curtin-university.html,Curtin University,"Perth, Australia",201,188,78
https://www.bachelorsportal.com/universities/18012/paristech-school-of-bridges.html,ParisTech School of Bridges,"Champs-sur-Marne, France",201,344,-
https://www.bachelorsportal.com/universities/11944/flinders-university.html,Flinders University,"Adelaide, Australia",201,-,-
https://www.bachelorsportal.com/universities/11023/florida-international-university.html,Florida International University,"University Park, United States",201,-,540
https://www.bachelorsportal.com/universities/12046/george-washington-university.html,George Washington University,"Washington, D. C., United States",201,401,-
https://www.bachelorsportal.com/universities/370/graz-university-of-technology.html,Graz University of Technology (TU Graz),"Graz, Austria",201,215,403
https://www.bachelorsportal.com/universities/14465/gwangju-institute-of-science-and-technology.html,Gwangju Institute of Science and Technology,"Gwangju, South Korea",201,355,379
https://www.bachelorsportal.com/universities/12103/hokkaido-university.html,Hokkaido University,"Sapporo, Japan",201,95,340
https://www.bachelorsportal.com/universities/13072/indian-institute-of-technology-delhi.html,"Indian Institute of Technology, Delhi","New Delhi, India",201,71,113
https://www.bachelorsportal.com/universities/13073/indian-institute-of-technology-kanpur.html,"Indian Institute of Technology, Kanpur","Nawabganj, India",201,129,205
https://www.bachelorsportal.com/universities/13074/indian-institute-of-technology-kharagpur.html,"Indian Institute of Technology, Kharagpur","Khargapur, India",201,150,205
https://www.bachelorsportal.com/universities/508/johannes-kepler-university-linz.html,Johannes Kepler University Linz,"Linz, Austria",201,399,510
https://www.bachelorsportal.com/universities/12760/khalifa-university.html,Khalifa University,"Abu Dhabi, United Arab Emirates",201,-,-
https://www.bachelorsportal.com/universities/903/koc-university.html,Koc University,"Istanbul, Turkey",201,-,-
https://www.bachelorsportal.com/universities/424/leibniz-university-hannover.html,Leibniz University Hannover,"Hannover, Germany",201,289,433
https://www.bachelorsportal.com/universities/452/loughborough-university.html,Loughborough University,"Loughborough, United Kingdom",201,210,245
,University of Paris Sud,"Orsay, France",201,280,329
https://www.bachelorsportal.com/universities/11978/queensland-university-of-technology.html,Queensland University of Technology,"Brisbane, Australia",201,113,238
https://www.bachelorsportal.com/universities/12383/stony-brook-university.html,Stony Brook University,"Stony Brook, United States",201,-,474
https://www.bachelorsportal.com/universities/13188/sun-yat-sen-university.html,Sun Yat-sen University,"Guangzhou, China",201,251,198
https://www.bachelorsportal.com/universities/145/swansea-university.html,Swansea University,"Swansea, United Kingdom",201,361,365
https://www.bachelorsportal.com/universities/172/swedish-university-of-agricultural-sciences.html,Swedish University of Agricultural Sciences,"Uppsala, Sweden",201,-,-
https://www.bachelorsportal.com/universities/11999/swinburne-university-of-technology.html,Swinburne University of Technology,"Hawthorn East, Australia",201,289,325
https://www.bachelorsportal.com/universities/60/tu-dortmund-university.html,TU Dortmund University,"Dortmund, Germany",201,206,467
https://www.bachelorsportal.com/universities/219/university-college-cork.html,University College Cork,"Cork, Ireland",201,182,334
,The University of Arizona,"Tucson, United States",201,306,208
https://www.bachelorsportal.com/universities/233/university-of-bayreuth.html,University of Bayreuth,"Bayreuth, Germany",201,-,-
https://www.bachelorsportal.com/universities/40/university-of-bremen.html,University of Bremen,"Bremen, Germany",201,399,547
https://www.bachelorsportal.com/universities/68/university-of-cyprus.html,University of Cyprus,"Nicosia, Cyprus",201,-,527
https://www.bachelorsportal.com/universities/13137/university-of-hawaii-at-manoa.html,University of Hawaii at Manoa,"Honolulu, United States",201,-,435
https://www.bachelorsportal.com/universities/12264/university-of-houston.html,University of Houston,"Houston, United States",201,390,359
https://www.bachelorsportal.com/universities/12294/university-of-illinois-at-chicago.html,University of Illinois at Chicago,"Chicago, United States",201,-,337
https://www.bachelorsportal.com/universities/519/university-of-innsbruck.html,University of Innsbruck,"Innsbruck, Austria",201,-,-
https://www.bachelorsportal.com/universities/14074/university-of-ioannina.html,University of Ioannina,"Anatolí, Greece",201,-,-
https://www.bachelorsportal.com/universities/12390/university-of-montreal.html,University of Montreal,"Montréal, Canada",201,158,119
https://www.bachelorsportal.com/universities/11419/university-of-nebraska-lincoln.html,University of Nebraska-Lincoln,"Lincoln, United States",201,-,405
https://www.bachelorsportal.com/universities/20/university-of-oulu.html,University of Oulu,"Oulu, Finland",201,451,382
https://www.bachelorsportal.com/universities/518/university-of-padua.html,University of Padua,"Padua, Italy",201,170,110
https://www.bachelorsportal.com/universities/11032/university-of-south-carolina.html,University of South Carolina,"Columbia, United States",201,-,321
https://www.bachelorsportal.com/universities/11474/university-of-south-florida.html,University of South Florida,"Tampa, United States",201,-,405
https://www.bachelorsportal.com/universities/180/university-of-southern-denmark.html,University of Southern Denmark,"Neder Holluf, Denmark",201,401,-
https://www.bachelorsportal.com/universities/12138/university-of-tulsa.html,University of Tulsa,"Tulsa, United States",201,-,-
https://www.bachelorsportal.com/universities/11732/university-of-utah.html,University of Utah,"Salt Lake City, United States",201,401,314
https://www.bachelorsportal.com/universities/12137/university-of-victoria.html,University of Victoria,"Victoria, Canada",201,401,260
https://www.bachelorsportal.com/universities/11721/washington-university-in-st-louis.html,Washington University in St. Louis,"Saint Louis, United States",201,361,417
https://www.bachelorsportal.com/universities/12158/xiamen-university.html,Xiamen University,"Xiamen, China",201,451,219
https://www.bachelorsportal.com/universities/11921/york-university.html,York University,"Toronto, Canada",201,451,-
https://www.bachelorsportal.com/universities/11882/binghamton-university.html,Binghamton University,"Johnson City, United States",176,-,-
https://www.bachelorsportal.com/universities/148/cardiff-university.html,Cardiff University,"Cardiff, United Kingdom",176,192,263
https://www.bachelorsportal.com/universities/11253/drexel-university.html,Drexel University,"Philadelphia, United States",176,451,425
https://www.bachelorsportal.com/universities/13068/huazhong-university-of-science-and-technology.html,Huazhong University of Science and Technology,"Wuhan, China",176,159,21
https://www.bachelorsportal.com/universities/11744/mcmaster-university.html,McMaster University,"Hamilton, Canada",176,188,230
,National Chiao Tung University,"Hsinchu, Taiwan",176,68,167
https://www.bachelorsportal.com/universities/11238/northeastern-university.html,Northeastern University,"Boston, United States",176,296,354
https://www.bachelorsportal.com/universities/354/polytechnic-university-of-catalonia.html,Polytechnic University of Catalonia,"Esplugues de Llobregat, Spain",176,84,53
https://www.bachelorsportal.com/universities/13221/qatar-university.html,Qatar University,"Umm Salal Mu, Qatar",176,-,422
https://www.bachelorsportal.com/universities/12324/queens-university.html,Queen's University,"Kingston, Canada",176,180,256
https://www.bachelorsportal.com/universities/513/queens-university-belfast.html,Queen's University Belfast,"Belfast, United Kingdom",176,196,325
https://www.bachelorsportal.com/universities/12325/rensselaer-polytechnic-institute.html,Rensselaer Polytechnic Institute,"Troy, United States",176,202,195
https://www.bachelorsportal.com/universities/11792/rmit-university.html,RMIT University,"Melbourne, Australia",176,92,109
https://www.bachelorsportal.com/universities/11145/simon-fraser-university.html,Simon Fraser University,"Burnaby, Canada",176,306,498
https://www.bachelorsportal.com/universities/9389/technion-israel-institute-of-technology.html,Technion - Israel Institute of Technology,"Haifa, Israel",176,131,131
https://www.bachelorsportal.com/universities/12111/university-at-buffalo.html,University at Buffalo,"Buffalo, United States",176,395,308
https://www.bachelorsportal.com/universities/14726/university-at-buffalo-suny-school-of-engineering-and-applied-sciences.html,University at Buffalo SUNY - School of Engineering and Applied Sciences,"Buffalo, United States",176,395,-
,University of Calgary,"Calgary, Canada",176,205,185
https://www.bachelorsportal.com/universities/12354/university-of-connecticut.html,University of Connecticut,"Storrs, United States",176,-,192
https://www.bachelorsportal.com/universities/334/university-of-duisburg-essen.html,University of Duisburg-Essen,"Essen, Germany",176,377,207
https://www.bachelorsportal.com/universities/302/the-university-of-exeter.html,The University of Exeter,"Exeter, United Kingdom",176,318,441
https://www.bachelorsportal.com/universities/76/university-of-iceland.html,University of Iceland,"Reykjavik, Iceland",176,-,-
https://www.bachelorsportal.com/universities/754/university-of-liverpool.html,University of Liverpool,"Liverpool, United Kingdom",176,219,234
https://www.bachelorsportal.com/universities/13140/university-of-malaya.html,University of Malaya,"Kuala Lumpur, Malaysia",176,35,10
https://www.bachelorsportal.com/universities/321/university-of-trento.html,University of Trento,"Trento, Italy",176,251,164
https://www.bachelorsportal.com/universities/26/aarhus-university.html,Aarhus University,"Aarhus, Denmark",151,105,311
https://www.bachelorsportal.com/universities/9881/brunel-university-london.html,Brunel University London,"Uxbridge, United Kingdom",151,267,159
https://www.bachelorsportal.com/universities/11951/florida-state-university.html,Florida State University,"Tallahassee, United States",151,390,295
https://www.bachelorsportal.com/universities/13063/hanyang-university.html,Hanyang University,"Seoul, South Korea",151,86,151
https://www.bachelorsportal.com/universities/12094/harbin-institute-of-technology.html,Harbin Institute of Technology,"Harbin, China",151,150,6
https://www.bachelorsportal.com/universities/13084/king-abdulaziz-university.html,King Abdulaziz University,"Jeddah, Saudi Arabia",151,256,22
https://www.bachelorsportal.com/universities/1202/university-of-galway.html,University of Galway,"Galway, Ireland",151,217,387
https://www.bachelorsportal.com/universities/179/newcastle-university.html,Newcastle University,"Newcastle upon Tyne, United Kingdom",151,206,149
https://www.bachelorsportal.com/universities/785/sorbonne-university.html,Sorbonne University,"Paris, France",151,159,149
https://www.bachelorsportal.com/universities/15776/rutgers-university.html,Rutgers University,"New Brunswick, United States",151,342,190
https://www.bachelorsportal.com/universities/642/sapienza-university-of-rome.html,Sapienza University of Rome,"Roma, Italy",151,123,68
https://www.bachelorsportal.com/universities/17226/tianjin-university.html,Tianjin University,"Tianjin, China",151,231,37
https://www.bachelorsportal.com/universities/1232/tomsk-polytechnic-university.html,Tomsk Polytechnic University,"Tomsk, Russia",151,390,-
https://www.bachelorsportal.com/universities/62/ulm-university.html,Ulm University,"Ulm, Germany",151,451,-
https://www.bachelorsportal.com/universities/941/uclouvain.html,UCLouvain,"Louvain-la-Neuve, Belgium",151,127,273
https://www.bachelorsportal.com/universities/595/university-college-dublin.html,University College Dublin,"Dublin, Ireland",151,107,285
https://www.bachelorsportal.com/universities/9951/university-of-auckland.html,University of Auckland,"Auckland, New Zealand",151,68,140
https://www.bachelorsportal.com/universities/110/university-of-glasgow.html,University of Glasgow,"Glasgow, United Kingdom",151,163,290
https://www.bachelorsportal.com/universities/257/university-of-lige.html,University of Liège,"Liège, Belgium",151,259,307
https://www.bachelorsportal.com/universities/13166/university-of-macau.html,University of Macau,"Macao, Macao (SAR)",151,-,359
https://www.bachelorsportal.com/universities/12190/university-of-south-australia.html,University of South Australia,"Adelaide, Australia",151,202,180
https://www.bachelorsportal.com/universities/12185/university-of-tennessee-knoxville.html,University of Tennessee Knoxville,"Knoxville, United States",151,344,168
https://www.bachelorsportal.com/universities/12023/university-of-texas-at-dallas.html,University of Texas at Dallas,"Richardson, United States",151,365,329
https://www.bachelorsportal.com/universities/12028/victoria-university.html,Victoria University,"North Melbourne, Australia",151,-,-
https://www.bachelorsportal.com/universities/1014/boston-university.html,Boston University,"Boston, United States",126,166,377
https://www.bachelorsportal.com/universities/11551/case-western-reserve-university.html,Case Western Reserve University,"Cleveland, United States",126,377,510
https://www.bachelorsportal.com/universities/11954/colorado-school-of-mines.html,Colorado School of Mines,"Golden, United States",126,284,299
https://www.bachelorsportal.com/universities/11992/griffith-university.html,Griffith University,"Southport, Australia",126,401,320
https://www.bachelorsportal.com/universities/13071/indian-institute-of-technology-bombay.html,"Indian Institute of Technology, Bombay","Powai, India",126,78,189
https://www.bachelorsportal.com/universities/9/linkping-university.html,Linköping University,"Linköping, Sweden",126,224,214
https://www.bachelorsportal.com/universities/1513/lomonosov-moscow-state-university.html,Lomonosov Moscow State University (MSU),"Moscow, Russia",126,115,429
https://www.bachelorsportal.com/universities/291/queen-mary-university-of-london.html,Queen Mary University of London,"London, United Kingdom",126,200,232
https://www.bachelorsportal.com/universities/61/ruhr-university-bochum.html,Ruhr University Bochum,"Bochum, Germany",126,301,524
https://www.bachelorsportal.com/universities/13115/soochow-university.html,Soochow University,"Taipei, Taiwan",126,-,354
https://www.bachelorsportal.com/universities/12420/southeast-university.html,Southeast University,"Nanjing, China",126,256,27
https://www.bachelorsportal.com/universities/236/university-of-bath.html,University of Bath,"Bath, United Kingdom",126,172,340
https://www.bachelorsportal.com/universities/165/university-of-birmingham.html,University of Birmingham,"Birmingham, United Kingdom",126,98,187
https://www.bachelorsportal.com/universities/606/university-of-bologna.html,University of Bologna,"Bologna, Italy",126,-,110
https://www.bachelorsportal.com/universities/11783/university-of-california-santa-cruz.html,"University of California, Santa Cruz","Santa Cruz, United States",126,-,-
https://www.bachelorsportal.com/universities/108/university-of-luxembourg.html,University of Luxembourg,"Esch-sur-Alzette, Luxembourg",126,-,-
https://www.bachelorsportal.com/universities/10831/university-of-newcastle.html,University of Newcastle,"Newcastle, Australia",126,185,127
https://www.bachelorsportal.com/universities/189/university-of-surrey.html,University of Surrey,"Guildford, United Kingdom",126,196,337
https://www.bachelorsportal.com/universities/12115/university-of-virginia.html,University of Virginia,"Charlottesville, United States",126,311,251
https://www.bachelorsportal.com/universities/183/university-of-warwick.html,University of Warwick,"Coventry, United Kingdom",126,125,263
https://www.bachelorsportal.com/universities/11798/the-university-of-western-australia.html,The University of Western Australia,"Perth, Australia",126,124,147
https://www.bachelorsportal.com/universities/11/uppsala-university.html,Uppsala University,"Uppsala, Sweden",126,182,248
https://www.bachelorsportal.com/universities/213/vienna-university-of-technology.html,Vienna University of Technology,"Vienna, Austria",126,115,181
https://www.bachelorsportal.com/universities/12155/xian-jiaotong-university.html,Xi'an Jiaotong University,"Xi'an, China",126,137,36
https://www.bachelorsportal.com/universities/11946/yonsei-university.html,Yonsei University,"Seoul, South Korea",126,68,164
https://www.bachelorsportal.com/universities/11227/arizona-state-university.html,Arizona State University,"Tempe Junction, United States",101,202,108
https://www.bachelorsportal.com/universities/78/ghent-university.html,Ghent University,"Ledeberg, Belgium",101,137,122
https://www.bachelorsportal.com/universities/13186/korea-university.html,Korea University,"Seoul, South Korea",101,66,125
https://www.bachelorsportal.com/universities/12304/kyushu-university.html,Kyushu University,"Fukuoka, Japan",101,96,210
https://www.bachelorsportal.com/universities/11471/michigan-state-university.html,Michigan State University,"East Lansing, United States",101,163,143
https://www.bachelorsportal.com/universities/12422/nagoya-university.html,Nagoya University,"Nagoya, Japan",101,109,267
https://www.bachelorsportal.com/universities/12907/national-tsing-hua-university.html,National Tsing Hua University,"Hsinchu, Taiwan",101,38,119
https://www.bachelorsportal.com/universities/71/politecnico-di-torino.html,Politecnico di Torino,"Turin, Italy",101,52,70
https://www.bachelorsportal.com/universities/605/santanna-school-of-advanced-studies-pisa.html,Sant'Anna School of Advanced Studies Pisa,"Pisa, Italy",101,-,-
https://www.bachelorsportal.com/universities/53/darmstadt-university-of-technology.html,Darmstadt University of Technology,"Darmstadt, Germany",101,88,208
https://www.bachelorsportal.com/universities/73/trinity-college-dublin.html,Trinity College Dublin,"Dublin, Ireland",101,155,457
https://www.bachelorsportal.com/universities/17231/ulsan-national-institute-of-science-and-technology.html,Ulsan National Institute of Science and Technology,"Ulsan, South Korea",101,-,332
https://www.bachelorsportal.com/universities/11456/university-of-adelaide.html,University of Adelaide,"Adelaide, Australia",101,127,64
https://www.bachelorsportal.com/universities/12117/university-of-alberta.html,University of Alberta,"Edmonton, Canada",101,144,80
https://www.bachelorsportal.com/universities/12116/university-of-california-irvine.html,"University of California, Irvine (UCI)","Irvine, United States",101,-,163
https://www.bachelorsportal.com/universities/11785/university-of-california-riverside.html,"University of California, Riverside","Riverside, United States",101,401,89
https://www.bachelorsportal.com/universities/11356/university-of-florida.html,University of Florida,"Gainesville, United States",101,172,72
